"input" "reason" "matches" "identifier" "name" "namespace" "description" "class"
"GO:0006679" "MATCH" "1" "GO:0006679" "glucosylceramide biosynthetic process" "biological_process" "The chemical reactions and pathways resulting in the formation of glucosylceramides, any compound formed by the replacement of the glycosidic hydroxyl group of a cyclic form of glucose by a ceramide group." "GOTerm"
"GO:0030307" "MATCH" "1" "GO:0030307" "positive regulation of cell growth" "biological_process" "Any process that activates or increases the frequency, rate, extent or direction of cell growth." "GOTerm"
"GO:0031635" "MATCH" "1" "GO:0031635" "adenylate cyclase-inhibiting opioid receptor signaling pathway" "biological_process" "The series of molecular signals generated as a consequence of an opioid receptor binding to its physiological ligand, where the pathway proceeds with inhibition of adenylyl cyclase and a subsequent decrease in the concentration of cyclic AMP (cAMP)." "GOTerm"
"GO:0032966" "MATCH" "1" "GO:0032966" "negative regulation of collagen biosynthetic process" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals." "GOTerm"
"GO:0004019" "MATCH" "1" "GO:0004019" "adenylosuccinate synthase activity" "molecular_function" "Catalysis of the reaction: L-aspartate + GTP + IMP = N(6)-(1,2-dicarboxyethyl)-AMP + GDP + 3 H(+) + phosphate." "GOTerm"
"GO:0030306" "MATCH" "1" "GO:0030306" "ADP-ribosylation factor binding" "molecular_function" "Interacting selectively and non-covalently with ARF, ADP-ribosylation factor, a small monomeric cytosolic GTPase that, when bound to GTP, binds to the membranes of cells." "GOTerm"
"GO:0032967" "MATCH" "1" "GO:0032967" "positive regulation of collagen biosynthetic process" "biological_process" "Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals." "GOTerm"
"GO:0030309" "MATCH" "1" "GO:0030309" "poly-N-acetyllactosamine metabolic process" "biological_process" "The chemical reactions and pathways involving poly-N-acetyllactosamine, a carbohydrate composed of N-acetyllactosamine repeats (Gal-beta-1,4-GlcNAc-beta-1,3)n." "GOTerm"
"GO:0030308" "MATCH" "1" "GO:0030308" "negative regulation of cell growth" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate, extent or direction of cell growth." "GOTerm"
"GO:0031639" "MATCH" "1" "GO:0031639" "plasminogen activation" "biological_process" "The process in which inactive plasminogen is processed to active plasmin. This process includes cleavage at an internal Arg-Val site to form an N-terminal A-chain and C-terminal B-chain held together by a disulfide bond, and can include further proteolytic cleavage events to remove the preactivation peptide." "GOTerm"
"GO:0016010" "MATCH" "1" "GO:0016010" "dystrophin-associated glycoprotein complex" "cellular_component" "A multiprotein complex that forms a strong mechanical link between the cytoskeleton and extracellular matrix; typical of, but not confined to, muscle cells. The complex is composed of transmembrane, cytoplasmic, and extracellular proteins, including dystrophin, sarcoglycans, dystroglycan, dystrobrevins, syntrophins, sarcospan, caveolin-3, and NO synthase." "GOTerm"
"GO:0016011" "MATCH" "1" "GO:0016011" "dystroglycan complex" "cellular_component" "A protein complex that includes alpha- and beta-dystroglycan, which are alternative products of the same gene; the laminin-binding component of the dystrophin-associated glycoprotein complex, providing a link between the subsarcolemmal cytoskeleton (in muscle cells) and the extracellular matrix. Alpha-dystroglycan is an extracellular protein binding to alpha-laminin and to beta-dystroglycan; beta-dystroglycan is a transmembrane protein which binds alpha-dystroglycan and dystrophin." "GOTerm"
"GO:0031630" "MATCH" "1" "GO:0031630" "regulation of synaptic vesicle fusion to presynaptic active zone membrane" "biological_process" "Any process that modulates the frequency, rate or extent of synaptic vesicle fusion to the presynaptic membrane." "GOTerm"
"GO:0016012" "MATCH" "1" "GO:0016012" "sarcoglycan complex" "cellular_component" "A protein complex formed of four sarcoglycans plus sarcospan; there are six known sarcoglycans: alpha-, beta-, gamma-, delta-, epsilon- and zeta-sarcoglycan; all are N-glycosylated single-pass transmembrane proteins. The sarcoglycan-sarcospan complex is a subcomplex of the dystrophin glycoprotein complex, and is fixed to the dystrophin axis by a lateral association with the dystroglycan complex." "GOTerm"
"GO:0016013" "MATCH" "1" "GO:0016013" "syntrophin complex" "cellular_component" "A protein complex that includes alpha-, beta1-, beta2-syntrophins and syntrophin-like proteins; the syntrophin complex binds to the second half of the carboxy-terminal domain of dystrophin; also associates with neuronal nitric oxide synthase." "GOTerm"
"GO:0030301" "MATCH" "1" "GO:0030301" "cholesterol transport" "biological_process" "The directed movement of cholesterol, cholest-5-en-3-beta-ol, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore." "GOTerm"
"GO:0032965" "MATCH" "1" "GO:0032965" "regulation of collagen biosynthetic process" "biological_process" "Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals." "GOTerm"
"GO:0032963" "MATCH" "1" "GO:0032963" "collagen metabolic process" "biological_process" "The chemical reactions and pathways involving collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. Collagen is highly enriched in glycine (some regions are 33% glycine) and proline, occurring predominantly as 3-hydroxyproline (about 20%)." "GOTerm"
"GO:0042306" "MATCH" "1" "GO:0042306" "regulation of protein import into nucleus" "biological_process" "Any process that modulates the frequency, rate or extent of movement of proteins from the cytoplasm to the nucleus." "GOTerm"
"GO:0042307" "MATCH" "1" "GO:0042307" "positive regulation of protein import into nucleus" "biological_process" "Any process that activates or increases the frequency, rate or extent of movement of proteins from the cytoplasm into the nucleus." "GOTerm"
"GO:0042308" "MATCH" "1" "GO:0042308" "negative regulation of protein import into nucleus" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of the movement of proteins from the cytoplasm into the nucleus." "GOTerm"
"GO:0006691" "MATCH" "1" "GO:0006691" "leukotriene metabolic process" "biological_process" "The chemical reactions and pathways involving leukotriene, a pharmacologically active substance derived from a polyunsaturated fatty acid, such as arachidonic acid." "GOTerm"
"GO:0042309" "MATCH" "1" "GO:0042309" "homoiothermy" "biological_process" "Any homoeostatic process in which an organism maintains its internal body temperature at a relatively constant value. This is achieved by using metabolic processes to counteract fluctuations in the temperature of the environment." "GOTerm"
"GO:0006690" "MATCH" "1" "GO:0006690" "icosanoid metabolic process" "biological_process" "The chemical reactions and pathways involving icosanoids, any of a group of C20 polyunsaturated fatty acids." "GOTerm"
"GO:0004032" "MATCH" "1" "GO:0004032" "alditol:NADP+ 1-oxidoreductase activity" "molecular_function" "Catalysis of the reaction: an alditol + NADP+ = an aldose + NADPH + H+." "GOTerm"
"GO:0006695" "MATCH" "1" "GO:0006695" "cholesterol biosynthetic process" "biological_process" "The chemical reactions and pathways resulting in the formation of cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones." "GOTerm"
"GO:0004031" "MATCH" "1" "GO:0004031" "aldehyde oxidase activity" "molecular_function" "Catalysis of the reaction: an aldehyde + H2O + O2 = a carboxylic acid + hydrogen peroxide." "GOTerm"
"GO:0005362" "MATCH" "1" "GO:0005362" "low-affinity glucose:sodium symporter activity" "molecular_function" "Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: glucose(out) + Na+(out) = glucose(in) + Na+(in). In low-affinity transport the transporter is able to bind the solute only if it is present at very high concentrations." "GOTerm"
"GO:0006696" "MATCH" "1" "GO:0006696" "ergosterol biosynthetic process" "biological_process" "The chemical reactions and pathways resulting in the formation of ergosterol, (22E)-ergosta-5,7,22-trien-3-beta-ol, a sterol found in ergot, yeast and moulds." "GOTerm"
"GO:0006693" "MATCH" "1" "GO:0006693" "prostaglandin metabolic process" "biological_process" "The chemical reactions and pathways involving prostaglandins, any of a group of biologically active metabolites which contain a cyclopentane ring due to the formation of a bond between two carbons of a fatty acid. They have a wide range of biological activities." "GOTerm"
"GO:0004034" "MATCH" "1" "GO:0004034" "aldose 1-epimerase activity" "molecular_function" "Catalysis of the reaction: alpha-D-glucose = beta-D-glucose. Also acts on L-arabinose, D-xylose, D-galactose, maltose and lactose." "GOTerm"
"GO:0043631" "MATCH" "1" "GO:0043631" "RNA polyadenylation" "biological_process" "The enzymatic addition of a sequence of adenylyl residues at the 3' end of an RNA molecule." "GOTerm"
"GO:0004033" "MATCH" "1" "GO:0004033" "aldo-keto reductase (NADP) activity" "molecular_function" "Catalysis of the reaction: an alcohol + NADP+ = an aldehyde or a ketone + NADPH + H+." "GOTerm"
