"gene"	"adj.pval.Initial.Treatment"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g251710"	1.27484256041207e-21	"Scaffold_12"	27171177	27240372	"Q460N5"	"PAR14_HUMAN"	"Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (B aggressive lymphoma protein 2) (Poly [ADP-ribose] polymerase 14) (PARP-14)"	"GO:0003950; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006471; GO:0010629; GO:0016020; GO:0019899; GO:0042531; GO:0042532; GO:0045087; GO:0060336; GO:0070212; GO:0070403; GO:0140289; GO:1902216; GO:1990404"	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; enzyme binding [GO:0019899]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; NAD+ binding [GO:0070403]; protein ADP-ribosylase activity [GO:1990404]; innate immune response [GO:0045087]; negative regulation of gene expression [GO:0010629]; negative regulation of interferon-gamma-mediated signaling pathway [GO:0060336]; negative regulation of tyrosine phosphorylation of STAT protein [GO:0042532]; positive regulation of interleukin-4-mediated signaling pathway [GO:1902216]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; protein ADP-ribosylation [GO:0006471]; protein mono-ADP-ribosylation [GO:0140289]; protein poly-ADP-ribosylation [GO:0070212]"
"PGEN_.00g131080"	1.93847471001953e-21	"Scaffold_06"	5467095	5467538	NA	NA	NA	NA	NA
"PGEN_.00g345410"	1.98297932550517e-21	"Scaffold_18"	16460541	16500267	"Q29485"	"PLMN_ERIEU"	"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Plasmin heavy chain A, short form; Plasmin light chain B]"	"GO:0004252; GO:0005576; GO:0007596; GO:0042730; GO:0048771"	"extracellular region [GO:0005576]; serine-type endopeptidase activity [GO:0004252]; blood coagulation [GO:0007596]; fibrinolysis [GO:0042730]; tissue remodeling [GO:0048771]"
"PGEN_.00g073580"	2.39233811081345e-21	"Scaffold_03"	43761204	43771849	NA	NA	NA	NA	NA
"PGEN_.00g149290"	4.25961088732481e-21	"Scaffold_06"	52590092	52590769	NA	NA	NA	NA	NA
"PGEN_.00g213500"	8.05738782303742e-21	"Scaffold_10"	24757026	24779906	"P9WQE8"	"PHAS_MYCTO"	"Phthioceranic/hydroxyphthioceranic acid synthase (EC 2.3.1.-) (Polyketide synthase pks2)"	"GO:0006633; GO:0016491; GO:0016746; GO:0031177"	"oxidoreductase activity [GO:0016491]; phosphopantetheine binding [GO:0031177]; transferase activity, transferring acyl groups [GO:0016746]; fatty acid biosynthetic process [GO:0006633]"
"PGEN_.00g299810"	3.76669022946281e-20	"Scaffold_15"	7012243	7013355	NA	NA	NA	NA	NA
"PGEN_.00g277360"	2.07794667254711e-19	"Scaffold_14"	3377810	3378106	NA	NA	NA	NA	NA
"PGEN_.00g160750"	2.49200261353812e-19	"Scaffold_07"	22118445	22131261	NA	NA	NA	NA	NA
"PGEN_.00g273120"	4.72708613963314e-19	"Scaffold_13"	36730996	36746071	"O26153"	"IPK_METTH"	"Isopentenyl phosphate kinase (IPK) (EC 2.7.4.26)"	"GO:0005524; GO:0008299; GO:0016301; GO:0102043"	"ATP binding [GO:0005524]; isopentenyl phosphate kinase activity [GO:0102043]; kinase activity [GO:0016301]; isoprenoid biosynthetic process [GO:0008299]"
"PGEN_.00g164940"	4.79762044394474e-19	"Scaffold_07"	33397430	33397906	NA	NA	NA	NA	NA
"PGEN_.00g194180"	5.43600432805318e-19	"Scaffold_09"	8653394	8654714	NA	NA	NA	NA	NA
"PGEN_.00g309060"	1.16118626767995e-18	"Scaffold_15"	30631784	30685976	"Q2PC93"	"SSPO_CHICK"	"SCO-spondin"	"GO:0005615; GO:0007155; GO:0007399; GO:0030154"	"extracellular space [GO:0005615]; cell adhesion [GO:0007155]; cell differentiation [GO:0030154]; nervous system development [GO:0007399]"
"PGEN_.00g133470"	1.30004926480524e-18	"Scaffold_06"	11130290	11130526	NA	NA	NA	NA	NA
"PGEN_.00g175550"	2.49488758999788e-18	"Scaffold_08"	20144628	20151783	"Q2TAD9"	"CYR1B_XENLA"	"Cysteine and histidine-rich protein 1-B"	"GO:0005737; GO:0008270"	"cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]"
"PGEN_.00g186170"	5.108502633284e-18	"Scaffold_08"	47597455	47626960	"P82251"	"BAT1_HUMAN"	"b(0,+)-type amino acid transporter 1 (b(0,+)AT1) (Glycoprotein-associated amino acid transporter b0,+AT1) (Solute carrier family 7 member 9)"	"GO:0005886; GO:0005887; GO:0006865; GO:0015175; GO:0015179; GO:0015184; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605; GO:0050900; GO:0065003"	"apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; L-amino acid transmembrane transporter activity [GO:0015179]; L-cystine transmembrane transporter activity [GO:0015184]; neutral amino acid transmembrane transporter activity [GO:0015175]; peptide antigen binding [GO:0042605]; amino acid transport [GO:0006865]; L-cystine transport [GO:0015811]; leukocyte migration [GO:0050900]; neutral amino acid transport [GO:0015804]; protein-containing complex assembly [GO:0065003]"
"PGEN_.00g282450"	5.7934699538019e-17	"Scaffold_14"	15054143	15088020	NA	NA	NA	NA	NA
"PGEN_.00g097550"	5.85279948570918e-17	"Scaffold_04"	49794445	49794803	NA	NA	NA	NA	NA
"PGEN_.00g133120"	6.47233071548682e-17	"Scaffold_06"	10335267	10343691	"Q5ZJU3"	"ASNS_CHICK"	"Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase)"	"GO:0004066; GO:0005524; GO:0005829; GO:0006529; GO:0006541; GO:0070981"	"cytosol [GO:0005829]; asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066]; ATP binding [GO:0005524]; asparagine biosynthetic process [GO:0006529]; glutamine metabolic process [GO:0006541]; L-asparagine biosynthetic process [GO:0070981]"
"PGEN_.00g203280"	7.82690577680464e-17	"Scaffold_09"	35977769	36019180	NA	NA	NA	NA	NA
"PGEN_.00g243400"	1.8744483161383e-16	"Scaffold_12"	2640239	2650402	NA	NA	NA	NA	NA
"PGEN_.00g114520"	2.44891594004417e-16	"Scaffold_05"	28164003	28180356	"P35604"	"COPZ1_BOVIN"	"Coatomer subunit zeta-1 (Zeta-1-coat protein) (Zeta-1 COP)"	"GO:0000139; GO:0006886; GO:0006890; GO:0006891; GO:0030126; GO:1901998"	"COPI vesicle coat [GO:0030126]; Golgi membrane [GO:0000139]; intra-Golgi vesicle-mediated transport [GO:0006891]; intracellular protein transport [GO:0006886]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; toxin transport [GO:1901998]"
"PGEN_.00g024960"	3.67030485762219e-16	"Scaffold_01"	69278011	69280314	"Q6BK42"	"DDI1_DEBHA"	"DNA damage-inducible protein 1 (EC 3.4.23.-)"	"GO:0000149; GO:0004190; GO:0005737; GO:0005886; GO:0009306; GO:0043130; GO:0043328; GO:0045740; GO:0072710"	"cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; aspartic-type endopeptidase activity [GO:0004190]; SNARE binding [GO:0000149]; ubiquitin binding [GO:0043130]; positive regulation of DNA replication [GO:0045740]; protein secretion [GO:0009306]; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]; response to hydroxyurea [GO:0072710]"
"PGEN_.00g208340"	3.67030485762219e-16	"Scaffold_10"	10978789	10984277	NA	NA	NA	NA	NA
"PGEN_.00g232340"	9.34103580318632e-16	"Scaffold_11"	24120523	24179210	"Q8C0W1"	"ANMY1_MOUSE"	"Ankyrin repeat and MYND domain-containing protein 1"	"GO:0046872"	"metal ion binding [GO:0046872]"
"PGEN_.00g209090"	1.01198425645393e-15	"Scaffold_10"	13008149	13052098	"Q6ZR98"	"PRS43_HUMAN"	"Deleted."	""	""
"PGEN_.00g068680"	1.9924123266612e-15	"Scaffold_03"	29458858	29464104	NA	NA	NA	NA	NA
"PGEN_.00g221890"	5.69648389442052e-15	"Scaffold_10"	46343791	46347018	NA	NA	NA	NA	NA
"PGEN_.00g148340"	7.79869822125826e-15	"Scaffold_06"	50523601	50537706	"P16066"	"ANPRA_HUMAN"	"Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)"	"GO:0001653; GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0007165; GO:0007166; GO:0007168; GO:0007589; GO:0008217; GO:0008528; GO:0010753; GO:0016021; GO:0016525; GO:0016941; GO:0017046; GO:0019901; GO:0019934; GO:0030308; GO:0035810; GO:0035815; GO:0042417; GO:0042562; GO:0043114; GO:0043235; GO:0048662; GO:0097746; GO:1903779"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ATP binding [GO:0005524]; G protein-coupled peptide receptor activity [GO:0008528]; GTP binding [GO:0005525]; guanylate cyclase activity [GO:0004383]; hormone binding [GO:0042562]; natriuretic peptide receptor activity [GO:0016941]; peptide hormone binding [GO:0017046]; peptide receptor activity [GO:0001653]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; body fluid secretion [GO:0007589]; cell surface receptor signaling pathway [GO:0007166]; cGMP biosynthetic process [GO:0006182]; cGMP-mediated signaling [GO:0019934]; dopamine metabolic process [GO:0042417]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell growth [GO:0030308]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of cGMP-mediated signaling [GO:0010753]; positive regulation of renal sodium excretion [GO:0035815]; positive regulation of urine volume [GO:0035810]; receptor guanylyl cyclase signaling pathway [GO:0007168]; regulation of blood pressure [GO:0008217]; regulation of blood vessel diameter [GO:0097746]; regulation of cardiac conduction [GO:1903779]; regulation of vascular permeability [GO:0043114]; signal transduction [GO:0007165]"
"PGEN_.00g125380"	8.05176913896313e-15	"Scaffold_05"	58355298	58356122	NA	NA	NA	NA	NA
"PGEN_.00g252700"	1.15487296794581e-14	"Scaffold_12"	30351169	30367057	"Q9ESQ5"	"TRPM4_RAT"	"Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)"	"GO:0002250; GO:0002407; GO:0002724; GO:0005227; GO:0005262; GO:0005509; GO:0005516; GO:0005524; GO:0005623; GO:0005783; GO:0005794; GO:0005829; GO:0005886; GO:0006816; GO:0007204; GO:0008284; GO:0010460; GO:0016925; GO:0019722; GO:0030502; GO:0034706; GO:0035774; GO:0042310; GO:0043025; GO:0044214; GO:0045600; GO:0045668; GO:0045907; GO:0051289; GO:0071318; GO:0086045; GO:0086047; GO:0086048; GO:0086091; GO:0089717; GO:0090263; GO:0098662; GO:0098719; GO:0098911; GO:1903949; GO:1904179; GO:1904199"	"cell [GO:0005623]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; sodium channel complex [GO:0034706]; spanning component of membrane [GO:0089717]; spanning component of plasma membrane [GO:0044214]; ATP binding [GO:0005524]; calcium activated cation channel activity [GO:0005227]; calcium channel activity [GO:0005262]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; adaptive immune response [GO:0002250]; calcium ion transport [GO:0006816]; calcium-mediated signaling [GO:0019722]; cellular response to ATP [GO:0071318]; dendritic cell chemotaxis [GO:0002407]; inorganic cation transmembrane transport [GO:0098662]; membrane depolarization during AV node cell action potential [GO:0086045]; membrane depolarization during bundle of His cell action potential [GO:0086048]; membrane depolarization during Purkinje myocyte cell action potential [GO:0086047]; negative regulation of bone mineralization [GO:0030502]; negative regulation of osteoblast differentiation [GO:0045668]; positive regulation of adipose tissue development [GO:1904179]; positive regulation of atrial cardiac muscle cell action potential [GO:1903949]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of heart rate [GO:0010460]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of regulation of vascular smooth muscle cell membrane depolarization [GO:1904199]; positive regulation of vasoconstriction [GO:0045907]; protein homotetramerization [GO:0051289]; protein sumoylation [GO:0016925]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of T cell cytokine production [GO:0002724]; regulation of ventricular cardiac muscle cell action potential [GO:0098911]; sodium ion import across plasma membrane [GO:0098719]; vasoconstriction [GO:0042310]"
"PGEN_.00g076070"	1.17196593768755e-14	"Scaffold_03"	51794589	51795815	NA	NA	NA	NA	NA
"PGEN_.00g166960"	1.52225538448219e-14	"Scaffold_07"	39517604	39527641	NA	NA	NA	NA	NA
"PGEN_.00g201390"	1.56496374935996e-14	"Scaffold_09"	31114371	31153455	"Q6WV19"	"GALT2_DROME"	"Polypeptide N-acetylgalactosaminyltransferase 2 (pp-GaNTase 2) (EC 2.4.1.41) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2)"	"GO:0000139; GO:0004653; GO:0005794; GO:0005795; GO:0006486; GO:0009312; GO:0016021; GO:0030246; GO:0046872"	"Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; integral component of membrane [GO:0016021]; carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]; oligosaccharide biosynthetic process [GO:0009312]; protein glycosylation [GO:0006486]"
"PGEN_.00g163400"	1.71308621481326e-14	"Scaffold_07"	29225234	29243012	NA	NA	NA	NA	NA
"PGEN_.00g023790"	1.80216923497912e-14	"Scaffold_01"	65545079	65552046	"Q5SVZ6"	"ZMYM1_HUMAN"	"Zinc finger MYM-type protein 1"	"GO:0000981; GO:0005634; GO:0006357; GO:0008270; GO:0022604; GO:0046983"	"nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; zinc ion binding [GO:0008270]; regulation of cell morphogenesis [GO:0022604]; regulation of transcription by RNA polymerase II [GO:0006357]"
"PGEN_.00g089590"	1.97107868437924e-14	"Scaffold_04"	28515691	28521483	NA	NA	NA	NA	NA
"PGEN_.00g131120"	2.65468930349117e-14	"Scaffold_06"	5484719	5511681	NA	NA	NA	NA	NA
"PGEN_.00g149640"	2.77009958209978e-14	"Scaffold_06"	53208943	53234353	"Q80YX1"	"TENA_MOUSE"	"Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C)"	"GO:0001968; GO:0005576; GO:0005604; GO:0005614; GO:0005615; GO:0007155; GO:0007162; GO:0007528; GO:0008284; GO:0009612; GO:0010628; GO:0014012; GO:0031012; GO:0031175; GO:0042060; GO:0042475; GO:0045471; GO:0045545; GO:0060447; GO:0060739; GO:0060740; GO:0062023; GO:0071300; GO:0071305; GO:0071774; GO:0071799; GO:0098966"	"basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; interstitial matrix [GO:0005614]; perisynaptic extracellular matrix [GO:0098966]; fibronectin binding [GO:0001968]; syndecan binding [GO:0045545]; bud outgrowth involved in lung branching [GO:0060447]; cell adhesion [GO:0007155]; cellular response to prostaglandin D stimulus [GO:0071799]; cellular response to retinoic acid [GO:0071300]; cellular response to vitamin D [GO:0071305]; mesenchymal-epithelial cell signaling involved in prostate gland development [GO:0060739]; negative regulation of cell adhesion [GO:0007162]; neuromuscular junction development [GO:0007528]; neuron projection development [GO:0031175]; odontogenesis of dentin-containing tooth [GO:0042475]; peripheral nervous system axon regeneration [GO:0014012]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of gene expression [GO:0010628]; prostate gland epithelium morphogenesis [GO:0060740]; response to ethanol [GO:0045471]; response to fibroblast growth factor [GO:0071774]; response to mechanical stimulus [GO:0009612]; wound healing [GO:0042060]"
"PGEN_.00g273380"	3.36724880362773e-14	"Scaffold_13"	37531219	37628736	"P25107"	"PTH1R_DIDVI"	"Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH/PTHrP type I receptor) (PTH/PTHr receptor) (Parathyroid hormone 1 receptor) (PTH1 receptor)"	"GO:0004991; GO:0005887; GO:0007166; GO:0007188; GO:0007189; GO:0017046; GO:0042803; GO:0043621"	"integral component of plasma membrane [GO:0005887]; parathyroid hormone receptor activity [GO:0004991]; peptide hormone binding [GO:0017046]; protein homodimerization activity [GO:0042803]; protein self-association [GO:0043621]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; cell surface receptor signaling pathway [GO:0007166]"
"PGEN_.00g245070"	3.70553861110014e-14	"Scaffold_12"	6988869	6993166	NA	NA	NA	NA	NA
"PGEN_.00g098560"	4.36871897243235e-14	"Scaffold_04"	52666689	52677035	NA	NA	NA	NA	NA
"PGEN_.00g310570"	4.44610866938199e-14	"Scaffold_15"	34783734	34793620	NA	NA	NA	NA	NA
"PGEN_.00g064870"	8.25489786869488e-14	"Scaffold_03"	19283190	19298099	"Q61102"	"ABCB7_MOUSE"	"ATP-binding cassette sub-family B member 7, mitochondrial (ATP-binding cassette transporter 7) (ABC transporter 7 protein)"	"GO:0005524; GO:0005623; GO:0005739; GO:0005743; GO:0006879; GO:0016021; GO:0016887; GO:0042626"	"cell [GO:0005623]; integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; cellular iron ion homeostasis [GO:0006879]"
"PGEN_.00g069610"	8.50006180782909e-14	"Scaffold_03"	32387002	32406962	NA	NA	NA	NA	NA
"PGEN_.00g139540"	1.12822792537192e-13	"Scaffold_06"	25730920	25732298	NA	NA	NA	NA	NA
"PGEN_.00g325690"	1.15015172164233e-13	"Scaffold_16"	27393284	27401698	"Q91X52"	"DCXR_MOUSE"	"L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase)"	"GO:0004090; GO:0005881; GO:0005902; GO:0005903; GO:0005997; GO:0006006; GO:0006739; GO:0016324; GO:0016614; GO:0016655; GO:0042732; GO:0042802; GO:0044105; GO:0050038; GO:0051289; GO:0055114"	"apical plasma membrane [GO:0016324]; brush border [GO:0005903]; cytoplasmic microtubule [GO:0005881]; microvillus [GO:0005902]; carbonyl reductase (NADPH) activity [GO:0004090]; identical protein binding [GO:0042802]; L-xylulose reductase (NAD+) activity [GO:0044105]; L-xylulose reductase (NADP+) activity [GO:0050038]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; D-xylose metabolic process [GO:0042732]; glucose metabolic process [GO:0006006]; NADP metabolic process [GO:0006739]; oxidation-reduction process [GO:0055114]; protein homotetramerization [GO:0051289]; xylulose metabolic process [GO:0005997]"
"PGEN_.00g074470"	1.37843618017413e-13	"Scaffold_03"	47146639	47148856	NA	NA	NA	NA	NA
"PGEN_.00g059600"	2.7231799651788e-13	"Scaffold_03"	4528645	4613607	"O95490"	"AGRL2_HUMAN"	"Adhesion G protein-coupled receptor L2 (Calcium-independent alpha-latrotoxin receptor 2) (CIRL-2) (Latrophilin homolog 1) (Latrophilin-2) (Lectomedin-1)"	"GO:0004930; GO:0005887; GO:0007166; GO:0007186; GO:0007189; GO:0007420; GO:0016021; GO:0016524; GO:0030246; GO:0043005"	"integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; carbohydrate binding [GO:0030246]; G protein-coupled receptor activity [GO:0004930]; latrotoxin receptor activity [GO:0016524]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; brain development [GO:0007420]; cell surface receptor signaling pathway [GO:0007166]; G protein-coupled receptor signaling pathway [GO:0007186]"
