"Sample.ID"	"scaffold"	"position"	"meth"	"unmeth"	"gene"	"treatment1"	"treatment2"	"per.meth"
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	19775906	1	187	"PGEN_00001470"	"Low"	"Ambient"	0.531914893617021
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	19775960	0	152	"PGEN_00001470"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	19775998	12	110	"PGEN_00001470"	"Low"	"Ambient"	9.83606557377049
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	19898232	2	45	"PGEN_00001480"	"Low"	"Ambient"	4.25531914893617
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	19922096	1	51	"PGEN_00001480"	"Low"	"Ambient"	1.92307692307692
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	19922134	1	27	"PGEN_00001480"	"Low"	"Ambient"	3.57142857142857
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	19922186	0	43	"PGEN_00001480"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	19922225	1	39	"PGEN_00001480"	"Low"	"Ambient"	2.5
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	20351222	0	55	"PGEN_00001492"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	20351237	0	57	"PGEN_00001492"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	20351269	1	56	"PGEN_00001492"	"Low"	"Ambient"	1.75438596491228
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	2230985	3	33	"PGEN_00000937"	"Low"	"Ambient"	8.33333333333333
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	2231256	0	38	"PGEN_00000937"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25609641	0	47	"PGEN_00001642"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25694319	0	58	"PGEN_00001648"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25694364	2	64	"PGEN_00001648"	"Low"	"Ambient"	3.03030303030303
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25743871	0	37	"PGEN_00001648"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25743888	6	31	"PGEN_00001648"	"Low"	"Ambient"	16.2162162162162
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25743916	0	42	"PGEN_00001648"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25743933	7	27	"PGEN_00001648"	"Low"	"Ambient"	20.5882352941176
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25744006	0	37	"PGEN_00001648"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25744051	0	86	"PGEN_00001648"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25744068	9	61	"PGEN_00001648"	"Low"	"Ambient"	12.8571428571429
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25744096	0	103	"PGEN_00001648"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25744113	22	62	"PGEN_00001648"	"Low"	"Ambient"	26.1904761904762
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25744141	0	59	"PGEN_00001648"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25744158	16	33	"PGEN_00001648"	"Low"	"Ambient"	32.6530612244898
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25754815	0	71	"PGEN_00001648"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25754905	0	69	"PGEN_00001648"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25754950	1	48	"PGEN_00001648"	"Low"	"Ambient"	2.04081632653061
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	25755040	0	38	"PGEN_00001648"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	26060091	0	40	"PGEN_00001659"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	26060369	0	37	"PGEN_00001659"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	26060385	0	38	"PGEN_00001659"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	3675515	0	33	"PGEN_00000981"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	3675543	0	37	"PGEN_00000981"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	3675550	0	40	"PGEN_00000981"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	3675618	0	39	"PGEN_00000981"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	3675651	2	57	"PGEN_00000981"	"Low"	"Ambient"	3.38983050847458
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	3675679	0	46	"PGEN_00000981"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	3675686	1	56	"PGEN_00000981"	"Low"	"Ambient"	1.75438596491228
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	4453535	20	31	"PGEN_00000998"	"Low"	"Ambient"	39.2156862745098
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	4453541	7	40	"PGEN_00000998"	"Low"	"Ambient"	14.8936170212766
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	6649000	0	34	"PGEN_00001064"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	6649016	0	34	"PGEN_00001064"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	6785721	23	10	"PGEN_00001066"	"Low"	"Ambient"	69.6969696969697
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	6785764	0	49	"PGEN_00001066"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	7664156	1	47	"PGEN_00001089"	"Low"	"Ambient"	2.08333333333333
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	7664175	0	60	"PGEN_00001089"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	7664201	0	70	"PGEN_00001089"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	7664220	0	62	"PGEN_00001089"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	7664265	0	56	"PGEN_00001089"	"Low"	"Ambient"	0
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	9065677	113	10	"PGEN_00001153"	"Low"	"Ambient"	91.869918699187
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	9065709	129	39	"PGEN_00001153"	"Low"	"Ambient"	76.7857142857143
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	9065731	155	16	"PGEN_00001153"	"Low"	"Ambient"	90.6432748538012
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	9065740	129	17	"PGEN_00001153"	"Low"	"Ambient"	88.3561643835616
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	9065763	92	29	"PGEN_00001153"	"Low"	"Ambient"	76.0330578512397
"EPI_175"	"PGA_scaffold18__69_contigs__length_27737463"	9065785	95	15	"PGEN_00001153"	"Low"	"Ambient"	86.3636363636364
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10207413	10	28	"PGEN_00000265"	"Low"	"Ambient"	26.3157894736842
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10207438	39	9	"PGEN_00000265"	"Low"	"Ambient"	81.25
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10207441	36	18	"PGEN_00000265"	"Low"	"Ambient"	66.6666666666667
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10207453	24	32	"PGEN_00000265"	"Low"	"Ambient"	42.8571428571429
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10207458	12	24	"PGEN_00000265"	"Low"	"Ambient"	33.3333333333333
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10207482	24	37	"PGEN_00000265"	"Low"	"Ambient"	39.344262295082
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10208835	16	65	"PGEN_00000265"	"Low"	"Ambient"	19.7530864197531
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10209483	3	60	"PGEN_00000265"	"Low"	"Ambient"	4.76190476190476
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10209505	66	10	"PGEN_00000265"	"Low"	"Ambient"	86.8421052631579
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10209545	0	48	"PGEN_00000265"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10210273	26	2	"PGEN_00000265"	"Low"	"Ambient"	92.8571428571429
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10210313	12	19	"PGEN_00000265"	"Low"	"Ambient"	38.7096774193548
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10210393	7	50	"PGEN_00000265"	"Low"	"Ambient"	12.280701754386
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10210451	2	46	"PGEN_00000265"	"Low"	"Ambient"	4.16666666666667
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10210463	1	41	"PGEN_00000265"	"Low"	"Ambient"	2.38095238095238
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10210466	2	34	"PGEN_00000265"	"Low"	"Ambient"	5.55555555555556
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10210485	1	41	"PGEN_00000265"	"Low"	"Ambient"	2.38095238095238
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10218622	28	37	"PGEN_00000265"	"Low"	"Ambient"	43.0769230769231
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10218771	13	30	"PGEN_00000265"	"Low"	"Ambient"	30.2325581395349
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10218873	24	11	"PGEN_00000265"	"Low"	"Ambient"	68.5714285714286
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10219326	30	31	"PGEN_00000265"	"Low"	"Ambient"	49.1803278688525
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10219348	34	20	"PGEN_00000265"	"Low"	"Ambient"	62.962962962963
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10219360	53	11	"PGEN_00000265"	"Low"	"Ambient"	82.8125
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10220188	51	18	"PGEN_00000265"	"Low"	"Ambient"	73.9130434782609
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10220242	17	38	"PGEN_00000265"	"Low"	"Ambient"	30.9090909090909
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10220282	13	30	"PGEN_00000265"	"Low"	"Ambient"	30.2325581395349
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10221680	22	9	"PGEN_00000265"	"Low"	"Ambient"	70.9677419354839
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10221699	43	6	"PGEN_00000265"	"Low"	"Ambient"	87.7551020408163
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10221724	41	12	"PGEN_00000265"	"Low"	"Ambient"	77.3584905660377
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10221741	39	13	"PGEN_00000265"	"Low"	"Ambient"	75
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10221767	37	18	"PGEN_00000265"	"Low"	"Ambient"	67.2727272727273
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10222313	38	3	"PGEN_00000265"	"Low"	"Ambient"	92.6829268292683
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10222316	10	33	"PGEN_00000265"	"Low"	"Ambient"	23.2558139534884
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10222354	48	5	"PGEN_00000265"	"Low"	"Ambient"	90.5660377358491
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10222357	35	12	"PGEN_00000265"	"Low"	"Ambient"	74.468085106383
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10222384	0	35	"PGEN_00000265"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10222398	7	30	"PGEN_00000265"	"Low"	"Ambient"	18.9189189189189
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10225628	34	11	"PGEN_00000265"	"Low"	"Ambient"	75.5555555555556
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10226502	19	26	"PGEN_00000265"	"Low"	"Ambient"	42.2222222222222
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10226563	9	35	"PGEN_00000265"	"Low"	"Ambient"	20.4545454545455
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10226583	37	5	"PGEN_00000265"	"Low"	"Ambient"	88.0952380952381
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10226611	20	22	"PGEN_00000265"	"Low"	"Ambient"	47.6190476190476
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10226622	63	10	"PGEN_00000265"	"Low"	"Ambient"	86.3013698630137
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10226628	44	7	"PGEN_00000265"	"Low"	"Ambient"	86.2745098039216
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10226643	47	8	"PGEN_00000265"	"Low"	"Ambient"	85.4545454545455
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10226648	57	0	"PGEN_00000265"	"Low"	"Ambient"	100
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	10226776	52	10	"PGEN_00000265"	"Low"	"Ambient"	83.8709677419355
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	17777849	9	35	"PGEN_00000451"	"Low"	"Ambient"	20.4545454545455
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	1885842	5	38	"PGEN_00000039"	"Low"	"Ambient"	11.6279069767442
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	1912281	13	22	"PGEN_00000039"	"Low"	"Ambient"	37.1428571428571
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	1912338	28	18	"PGEN_00000039"	"Low"	"Ambient"	60.8695652173913
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	1912397	14	25	"PGEN_00000039"	"Low"	"Ambient"	35.8974358974359
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	19937931	8	12	"PGEN_00000498"	"Low"	"Ambient"	40
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	19938014	3	19	"PGEN_00000498"	"Low"	"Ambient"	13.6363636363636
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	19938017	16	6	"PGEN_00000498"	"Low"	"Ambient"	72.7272727272727
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	19938633	36	7	"PGEN_00000498"	"Low"	"Ambient"	83.7209302325581
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	20167334	41	21	"PGEN_00000505"	"Low"	"Ambient"	66.1290322580645
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	20594967	0	118	"PGEN_00000515"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	20594976	3	117	"PGEN_00000515"	"Low"	"Ambient"	2.5
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	20831956	1	61	"PGEN_00000520"	"Low"	"Ambient"	1.61290322580645
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	20831965	0	49	"PGEN_00000520"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	20868327	1	28	"PGEN_00000521"	"Low"	"Ambient"	3.44827586206897
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	20868333	0	27	"PGEN_00000521"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	20868337	0	27	"PGEN_00000521"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	22718597	24	21	"PGEN_00000568"	"Low"	"Ambient"	53.3333333333333
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	23419182	1	34	"PGEN_00000578"	"Low"	"Ambient"	2.85714285714286
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	23419251	0	81	"PGEN_00000578"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	2397318	19	11	"PGEN_00000055"	"Low"	"Ambient"	63.3333333333333
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	2397326	18	11	"PGEN_00000055"	"Low"	"Ambient"	62.0689655172414
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	2397341	19	10	"PGEN_00000055"	"Low"	"Ambient"	65.5172413793103
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	2397354	17	11	"PGEN_00000055"	"Low"	"Ambient"	60.7142857142857
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	2397393	20	9	"PGEN_00000055"	"Low"	"Ambient"	68.9655172413793
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	24499846	5	26	"PGEN_00000594"	"Low"	"Ambient"	16.1290322580645
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	24627135	0	31	"PGEN_00000598"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	24628253	0	46	"PGEN_00000598"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	24628326	0	38	"PGEN_00000598"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	24628590	0	23	"PGEN_00000598"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	24628634	1	23	"PGEN_00000598"	"Low"	"Ambient"	4.16666666666667
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	24628766	0	42	"PGEN_00000598"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	24994983	37	79	"PGEN_00000616"	"Low"	"Ambient"	31.8965517241379
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	24995028	0	137	"PGEN_00000616"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	24995067	15	25	"PGEN_00000616"	"Low"	"Ambient"	37.5
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	24995147	12	23	"PGEN_00000616"	"Low"	"Ambient"	34.2857142857143
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	24995174	0	40	"PGEN_00000616"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	24995415	19	40	"PGEN_00000616"	"Low"	"Ambient"	32.2033898305085
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	24995499	16	37	"PGEN_00000616"	"Low"	"Ambient"	30.188679245283
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	24995583	4	29	"PGEN_00000616"	"Low"	"Ambient"	12.1212121212121
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	24995751	3	12	"PGEN_00000616"	"Low"	"Ambient"	20
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	25317430	22	12	"PGEN_00000622"	"Low"	"Ambient"	64.7058823529412
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	25317438	15	26	"PGEN_00000622"	"Low"	"Ambient"	36.5853658536585
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	25317505	29	38	"PGEN_00000622"	"Low"	"Ambient"	43.2835820895522
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	25317639	21	17	"PGEN_00000622"	"Low"	"Ambient"	55.2631578947368
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	25317773	17	23	"PGEN_00000622"	"Low"	"Ambient"	42.5
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	26620661	8	15	"PGEN_00000653"	"Low"	"Ambient"	34.7826086956522
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	26775074	9	5	"PGEN_00000656"	"Low"	"Ambient"	64.2857142857143
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	26775378	21	14	"PGEN_00000656"	"Low"	"Ambient"	60
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	28330698	20	11	"PGEN_00000682"	"Low"	"Ambient"	64.5161290322581
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	28331859	16	28	"PGEN_00000682"	"Low"	"Ambient"	36.3636363636364
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	28332048	20	12	"PGEN_00000682"	"Low"	"Ambient"	62.5
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	28332093	20	5	"PGEN_00000682"	"Low"	"Ambient"	80
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	28332099	21	3	"PGEN_00000682"	"Low"	"Ambient"	87.5
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	28332360	9	16	"PGEN_00000682"	"Low"	"Ambient"	36
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	28332505	23	75	"PGEN_00000682"	"Low"	"Ambient"	23.469387755102
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	29820482	1	48	"PGEN_00000712"	"Low"	"Ambient"	2.04081632653061
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	29820547	0	66	"PGEN_00000712"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	29820612	1	38	"PGEN_00000712"	"Low"	"Ambient"	2.56410256410256
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	30227823	0	30	"PGEN_00000727"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	30227827	2	28	"PGEN_00000727"	"Low"	"Ambient"	6.66666666666667
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	30227991	0	50	"PGEN_00000727"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	30228353	1	58	"PGEN_00000727"	"Low"	"Ambient"	1.69491525423729
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	30228366	0	54	"PGEN_00000727"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	30228384	1	47	"PGEN_00000727"	"Low"	"Ambient"	2.08333333333333
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	31551202	5	101	"PGEN_00000766"	"Low"	"Ambient"	4.71698113207547
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	4064987	2	108	"PGEN_00000099"	"Low"	"Ambient"	1.81818181818182
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	4065086	0	21	"PGEN_00000099"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	4233891	1	73	"PGEN_00000102"	"Low"	"Ambient"	1.35135135135135
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	4233913	0	92	"PGEN_00000102"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	4233940	3	98	"PGEN_00000102"	"Low"	"Ambient"	2.97029702970297
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	4767343	13	18	"PGEN_00000113"	"Low"	"Ambient"	41.9354838709677
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	4820627	6	28	"PGEN_00000114"	"Low"	"Ambient"	17.6470588235294
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	4822878	20	25	"PGEN_00000114"	"Low"	"Ambient"	44.4444444444444
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	4822883	27	21	"PGEN_00000114"	"Low"	"Ambient"	56.25
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	4822891	27	22	"PGEN_00000114"	"Low"	"Ambient"	55.1020408163265
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	4822925	9	29	"PGEN_00000114"	"Low"	"Ambient"	23.6842105263158
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	4822946	22	16	"PGEN_00000114"	"Low"	"Ambient"	57.8947368421053
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	4822959	10	29	"PGEN_00000114"	"Low"	"Ambient"	25.6410256410256
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	4822980	15	16	"PGEN_00000114"	"Low"	"Ambient"	48.3870967741936
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	6184638	2	62	"PGEN_00000148"	"Low"	"Ambient"	3.125
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	6184655	11	117	"PGEN_00000148"	"Low"	"Ambient"	8.59375
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	6184675	7	158	"PGEN_00000148"	"Low"	"Ambient"	4.24242424242424
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	6184695	2	174	"PGEN_00000148"	"Low"	"Ambient"	1.13636363636364
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	6184715	1	158	"PGEN_00000148"	"Low"	"Ambient"	0.628930817610063
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	6184735	0	129	"PGEN_00000148"	"Low"	"Ambient"	0
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	6184755	2	77	"PGEN_00000148"	"Low"	"Ambient"	2.53164556962025
"EPI_176"	"PGA_scaffold17__51_contigs__length_34923512"	6184775	2	72	"PGEN_00000148"	"Low"	"Ambient"	2.7027027027027
