"Sample.ID"	"scaffold"	"position"	"meth"	"unmeth"	"gene"	"treatment"
"EPI_119"	"PGA_scaffold18__69_contigs__length_27737463"	6649000	1	64	"PGEN_00001064"	"Day10"
"EPI_119"	"PGA_scaffold18__69_contigs__length_27737463"	6649016	0	65	"PGEN_00001064"	"Day10"
"EPI_119"	"PGA_scaffold18__69_contigs__length_27737463"	6785721	21	6	"PGEN_00001066"	"Day10"
"EPI_119"	"PGA_scaffold18__69_contigs__length_27737463"	6785764	0	45	"PGEN_00001066"	"Day10"
"EPI_119"	"PGA_scaffold18__69_contigs__length_27737463"	7664156	0	34	"PGEN_00001089"	"Day10"
"EPI_119"	"PGA_scaffold18__69_contigs__length_27737463"	7664175	0	40	"PGEN_00001089"	"Day10"
"EPI_119"	"PGA_scaffold18__69_contigs__length_27737463"	7664201	0	44	"PGEN_00001089"	"Day10"
"EPI_119"	"PGA_scaffold18__69_contigs__length_27737463"	7664220	1	39	"PGEN_00001089"	"Day10"
"EPI_119"	"PGA_scaffold18__69_contigs__length_27737463"	7664265	0	37	"PGEN_00001089"	"Day10"
"EPI_119"	"PGA_scaffold18__69_contigs__length_27737463"	9065677	66	7	"PGEN_00001153"	"Day10"
"EPI_119"	"PGA_scaffold18__69_contigs__length_27737463"	9065709	84	14	"PGEN_00001153"	"Day10"
"EPI_119"	"PGA_scaffold18__69_contigs__length_27737463"	9065731	99	10	"PGEN_00001153"	"Day10"
"EPI_119"	"PGA_scaffold18__69_contigs__length_27737463"	9065740	90	14	"PGEN_00001153"	"Day10"
"EPI_119"	"PGA_scaffold18__69_contigs__length_27737463"	9065763	70	17	"PGEN_00001153"	"Day10"
"EPI_119"	"PGA_scaffold18__69_contigs__length_27737463"	9065785	61	11	"PGEN_00001153"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10207413	14	24	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10207438	38	5	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10207441	35	14	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10207453	20	36	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10207458	8	29	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10207482	28	35	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10208835	16	51	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10209483	4	44	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10209505	61	14	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10209545	5	48	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10210273	33	4	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10210313	20	14	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10210393	7	40	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10210451	5	49	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10210463	5	48	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10210466	4	46	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10210485	5	48	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10218622	15	21	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10218771	10	20	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10218873	29	13	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10219326	25	34	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10219348	27	23	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10219360	49	16	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10220188	40	28	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10220242	11	35	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10220282	6	19	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10221680	22	14	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10221699	37	11	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10221724	43	7	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10221741	46	6	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10221767	23	24	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10222313	22	6	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10222316	8	21	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10222354	36	12	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10222357	27	15	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10222384	8	44	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10222398	24	30	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10225628	28	4	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10226502	13	14	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10226563	12	36	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10226583	29	7	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10226611	30	21	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10226622	47	6	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10226628	26	7	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10226643	35	2	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10226648	37	1	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	10226776	30	18	"PGEN_00000265"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	17777849	2	21	"PGEN_00000451"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	1885842	2	74	"PGEN_00000039"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	1912281	38	19	"PGEN_00000039"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	1912338	57	16	"PGEN_00000039"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	1912397	34	27	"PGEN_00000039"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	19937931	14	11	"PGEN_00000498"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	19938014	0	21	"PGEN_00000498"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	19938017	15	6	"PGEN_00000498"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	19938633	20	11	"PGEN_00000498"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	20167334	71	38	"PGEN_00000505"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	20594967	1	76	"PGEN_00000515"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	20594976	1	72	"PGEN_00000515"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	20831956	0	34	"PGEN_00000520"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	20831965	1	24	"PGEN_00000520"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	20868327	2	36	"PGEN_00000521"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	20868333	0	37	"PGEN_00000521"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	20868337	0	37	"PGEN_00000521"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	22718597	14	32	"PGEN_00000568"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	23419182	0	56	"PGEN_00000578"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	23419251	0	85	"PGEN_00000578"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	2397318	36	3	"PGEN_00000055"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	2397326	33	7	"PGEN_00000055"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	2397341	38	2	"PGEN_00000055"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	2397354	39	1	"PGEN_00000055"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	2397393	38	2	"PGEN_00000055"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	24499846	7	19	"PGEN_00000594"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	24627135	0	59	"PGEN_00000598"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	24628253	0	79	"PGEN_00000598"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	24628326	0	90	"PGEN_00000598"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	24628590	0	52	"PGEN_00000598"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	24628634	0	47	"PGEN_00000598"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	24628766	0	66	"PGEN_00000598"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	24994983	21	76	"PGEN_00000616"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	24995028	1	115	"PGEN_00000616"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	24995067	11	37	"PGEN_00000616"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	24995147	11	25	"PGEN_00000616"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	24995174	2	37	"PGEN_00000616"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	24995415	14	35	"PGEN_00000616"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	24995499	13	29	"PGEN_00000616"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	24995583	3	22	"PGEN_00000616"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	24995751	3	26	"PGEN_00000616"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	25317430	66	7	"PGEN_00000622"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	25317438	39	49	"PGEN_00000622"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	25317505	49	83	"PGEN_00000622"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	25317639	39	21	"PGEN_00000622"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	25317773	22	34	"PGEN_00000622"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	26620661	7	17	"PGEN_00000653"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	26775074	9	17	"PGEN_00000656"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	26775378	11	24	"PGEN_00000656"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	28330698	21	11	"PGEN_00000682"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	28331859	29	23	"PGEN_00000682"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	28332048	22	9	"PGEN_00000682"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	28332093	18	6	"PGEN_00000682"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	28332099	22	3	"PGEN_00000682"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	28332360	17	24	"PGEN_00000682"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	28332505	22	70	"PGEN_00000682"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	29820482	0	46	"PGEN_00000712"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	29820547	0	50	"PGEN_00000712"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	29820612	0	27	"PGEN_00000712"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	30227823	0	27	"PGEN_00000727"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	30227827	3	23	"PGEN_00000727"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	30227991	0	29	"PGEN_00000727"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	30228353	4	44	"PGEN_00000727"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	30228366	0	40	"PGEN_00000727"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	30228384	4	38	"PGEN_00000727"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	31551202	6	99	"PGEN_00000766"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	4064987	2	106	"PGEN_00000099"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	4065086	0	32	"PGEN_00000099"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	4233891	0	41	"PGEN_00000102"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	4233913	0	49	"PGEN_00000102"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	4233940	1	51	"PGEN_00000102"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	4767343	20	13	"PGEN_00000113"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	4820627	1	33	"PGEN_00000114"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	4822878	15	29	"PGEN_00000114"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	4822883	16	27	"PGEN_00000114"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	4822891	14	29	"PGEN_00000114"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	4822925	8	26	"PGEN_00000114"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	4822946	16	21	"PGEN_00000114"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	4822959	9	24	"PGEN_00000114"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	4822980	14	19	"PGEN_00000114"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	6184638	4	86	"PGEN_00000148"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	6184655	9	124	"PGEN_00000148"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	6184675	4	162	"PGEN_00000148"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	6184695	1	180	"PGEN_00000148"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	6184715	1	151	"PGEN_00000148"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	6184735	2	121	"PGEN_00000148"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	6184755	3	75	"PGEN_00000148"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	6184775	2	57	"PGEN_00000148"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	8390572	0	61	"PGEN_00000211"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	8390575	2	63	"PGEN_00000211"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	8390608	0	61	"PGEN_00000211"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	8671040	0	44	"PGEN_00000216"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	8671108	16	35	"PGEN_00000216"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	9223199	25	3	"PGEN_00000233"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	9223203	22	6	"PGEN_00000233"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	9223213	20	4	"PGEN_00000233"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	9223221	27	2	"PGEN_00000233"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	9223245	27	2	"PGEN_00000233"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	9223249	23	6	"PGEN_00000233"	"Day10"
"EPI_120"	"PGA_scaffold17__51_contigs__length_34923512"	9223268	25	4	"PGEN_00000233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11397584	0	39	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11397595	0	58	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11397611	1	82	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11397621	0	111	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11397660	0	126	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11397677	0	119	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11397688	1	121	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11398142	0	78	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11398153	0	76	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11398404	2	258	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11398432	6	353	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11398497	2	278	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11398514	2	259	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11398525	4	221	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11398541	0	43	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11398590	1	159	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11398607	0	169	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11398618	1	168	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11398634	1	160	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11398683	0	132	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11398700	0	118	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11398727	0	87	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11400361	1	25	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11400364	0	26	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11400386	0	26	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11400392	0	26	"PGEN_00001233"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11412242	1	78	"PGEN_00001235"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11412296	0	83	"PGEN_00001235"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	11827805	1	36	"PGEN_00001246"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	13466903	18	8	"PGEN_00001291"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	13594600	0	59	"PGEN_00001295"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	13594645	1	68	"PGEN_00001295"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	13594825	0	67	"PGEN_00001295"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	13594858	0	82	"PGEN_00001295"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	13594870	0	85	"PGEN_00001295"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	15946304	38	9	"PGEN_00001361"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	15946386	32	28	"PGEN_00001361"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	16947759	8	62	"PGEN_00001386"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	16953263	5	36	"PGEN_00001386"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	17032790	19	41	"PGEN_00001391"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	17032800	31	36	"PGEN_00001391"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	17032844	26	39	"PGEN_00001391"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	17303010	28	10	"PGEN_00001398"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	17407220	0	26	"PGEN_00001401"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	17407271	3	152	"PGEN_00001401"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	17407611	0	84	"PGEN_00001401"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	17407633	0	86	"PGEN_00001401"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	17407662	0	91	"PGEN_00001401"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	17407735	0	75	"PGEN_00001401"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	18080478	1	38	"PGEN_00001422"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	18080520	1	60	"PGEN_00001422"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	18080562	1	51	"PGEN_00001422"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	18080688	2	49	"PGEN_00001422"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	18434943	15	12	"PGEN_00001430"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	19775906	2	224	"PGEN_00001470"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	19775960	0	169	"PGEN_00001470"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	19775998	13	113	"PGEN_00001470"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	19898232	1	51	"PGEN_00001480"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	19922096	0	56	"PGEN_00001480"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	19922134	1	54	"PGEN_00001480"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	19922186	0	70	"PGEN_00001480"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	19922225	2	66	"PGEN_00001480"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	20351222	1	59	"PGEN_00001492"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	20351237	1	60	"PGEN_00001492"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	20351269	0	62	"PGEN_00001492"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	2230985	4	48	"PGEN_00000937"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	2231256	1	36	"PGEN_00000937"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	25609641	2	62	"PGEN_00001642"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	25694319	0	39	"PGEN_00001648"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	25694364	0	43	"PGEN_00001648"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	25743871	1	41	"PGEN_00001648"	"Day10"
"EPI_120"	"PGA_scaffold18__69_contigs__length_27737463"	25743888	17	26	"PGEN_00001648"	"Day10"
