"uniprot.id"	"gene"	"adj.pval.TimePoint"	"start"	"end"	"score"	"Match.ID"	"m_start"	"m_end"	"E.value"	"identity"	"al"	"protein.name.short"	"protein.name.long"	"gene.names"	"organism"	"GO.IDs"
NA	"PGEN_.00g065810"	3.39051207597271e-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O26153"	"PGEN_.00g273120"	4.89848113307781e-18	2	162	233	"sp|O26153|IPK_METTH"	7	171	3.71e-21	30.357	168	"IPK_METTH"	"Isopentenyl phosphate kinase (IPK) (EC 2.7.4.26)"	"MTH_47"	"Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)"	"GO:0005524; GO:0008299; GO:0016301; GO:0102043"
NA	"PGEN_.00g073580"	5.04059623288011e-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g018310"	9.66936934218977e-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g216490"	1.32291980591186e-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g034500"	5.90814827608456e-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O77245"	"PGEN_.00g153440"	5.97814441838439e-17	30	378	671	"sp|O77245|E75_METEN"	107	464	1.1e-79	38.843	363	"E75_METEN"	"Nuclear hormone receptor E75 (Nuclear receptor subfamily 1 group D member 3)"	"E75 NR1D3"	"Metapenaeus ensis (Greasyback shrimp) (Penaeus ensis)"	"GO:0003700; GO:0003707; GO:0005634; GO:0008270; GO:0043565"
"Q8BR93"	"PGEN_.00g082390"	6.18829960878072e-17	27	251	384	"sp|Q8BR93|HARB1_MOUSE"	115	342	7.33e-42	38.596	228	"HARB1_MOUSE"	"Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)"	"Harbi1"	"Mus musculus (Mouse)"	"GO:0004518; GO:0005634; GO:0005829; GO:0005886; GO:0034451; GO:0046872"
NA	"PGEN_.00g110040"	6.68108596976389e-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g292950"	8.19794185652858e-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g144300"	1.44650719860945e-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g147630"	1.588650644593e-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g004460"	2.54263779738588e-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8WUA2"	"PGEN_.00g065830"	2.56116930458939e-16	1	320	1231	"sp|Q8WUA2|PPIL4_HUMAN"	1	320	9.84e-165	72.812	320	"PPIL4_HUMAN"	"Peptidyl-prolyl cis-trans isomerase-like 4 (PPIase) (EC 5.2.1.8) (Cyclophilin-like protein PPIL4) (Rotamase PPIL4)"	"PPIL4"	"Homo sapiens (Human)"	"GO:0003723; GO:0003755; GO:0005634; GO:0005654; GO:0005829; GO:1901407"
NA	"PGEN_.00g017310"	3.25841708208503e-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"B0KTX4"	"PGEN_.00g108510"	3.77590311846228e-16	48	222	145	"sp|B0KTX4|UBIG_PSEPG"	756	926	8.38e-09	28.652	178	"UBIG_PSEPG"	"Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)"	"ubiG PputGB1_1356"	"Pseudomonas putida (strain GB-1)"	"GO:0006744; GO:0008425; GO:0008689; GO:0032259"
NA	"PGEN_.00g336350"	4.26163467259808e-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g139570"	7.09107542994825e-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q6UX71"	"PGEN_.00g271330"	7.72795751314814e-16	181	386	503	"sp|Q6UX71|PXDC2_HUMAN"	215	418	4.41e-56	48.058	206	"PXDC2_HUMAN"	"Plexin domain-containing protein 2 (Tumor endothelial marker 7-related protein)"	"PLXDC2 TEM7R UNQ2514/PRO6003"	"Homo sapiens (Human)"	"GO:0016021"
"P41221"	"PGEN_.00g204470"	1.04733584510717e-15	26	295	813	"sp|P41221|WNT5A_HUMAN"	10	285	1.18e-106	59.058	276	"WNT5A_HUMAN"	"Protein Wnt-5a"	"WNT5A"	"Homo sapiens (Human)"	"GO:0000187; GO:0001736; GO:0001756; GO:0001837; GO:0001938; GO:0001947; GO:0002053; GO:0002088; GO:0002741; GO:0003323; GO:0003402; GO:0003408; GO:0003700; GO:0005109; GO:0005115; GO:0005125; GO:0005543; GO:0005576; GO:0005615; GO:0005788; GO:0005796; GO:0005886; GO:0007223; GO:0007257; GO:0007411; GO:0007442; GO:0007494; GO:0008584; GO:0008595; GO:0009986; GO:0010033; GO:0010595; GO:0010628; GO:0010800; GO:0010820; GO:0010976; GO:0016055; GO:0019904; GO:0021891; GO:0030182; GO:0030216; GO:0030324; GO:0030514; GO:0030665; GO:0030666; GO:0030669; GO:0031012; GO:0032092; GO:0032148; GO:0032729; GO:0032755; GO:0033138; GO:0034613; GO:0035567; GO:0036342; GO:0036517; GO:0036518; GO:0038031; GO:0040037; GO:0042060; GO:0042733; GO:0043032; GO:0043066; GO:0043122; GO:0044212; GO:0045080; GO:0045165; GO:0045198; GO:0045599; GO:0045732; GO:0045745; GO:0045766; GO:0045778; GO:0045807; GO:0045836; GO:0045892; GO:0045893; GO:0045944; GO:0048018; GO:0048022; GO:0048146; GO:0048341; GO:0048570; GO:0048706; GO:0048806; GO:0048843; GO:0048850; GO:0050680; GO:0050718; GO:0050727; GO:0050729; GO:0050807; GO:0051092; GO:0051216; GO:0051885; GO:0051964; GO:0060028; GO:0060029; GO:0060065; GO:0060067; GO:0060068; GO:0060070; GO:0060071; GO:0060157; GO:0060324; GO:0060340; GO:0060599; GO:0060638; GO:0060686; GO:0060744; GO:0060750; GO:0060760; GO:0060762; GO:0060775; GO:0060809; GO:0060907; GO:0061024; GO:0061036; GO:0061347; GO:0061348; GO:0061349; GO:0061350; GO:0061354; GO:0062009; GO:0070062; GO:0070245; GO:0071222; GO:0071277; GO:0071300; GO:0071346; GO:0071425; GO:0071560; GO:0072201; GO:0090009; GO:0090037; GO:0090090; GO:0090103; GO:0090179; GO:0090630; GO:0097325; GO:0098794; GO:0098978; GO:0099054; GO:0099068; GO:0099175; GO:0099566; GO:0150012; GO:1900020; GO:1901216; GO:1902379; GO:1902474; GO:1903827; GO:1904469; GO:1904861; GO:1904862; GO:1904934; GO:1904938; GO:1904953; GO:1904955; GO:2000049; GO:2000052; GO:2000484"
NA	"PGEN_.00g013500"	1.1445330588322e-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g063860"	1.74114850163251e-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g285690"	1.78134348766094e-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8Q0U0"	"PGEN_.00g337850"	2.75888782655815e-15	115	273	207	"sp|Q8Q0U0|Y045_METMA"	103	264	2.56e-16	34.568	162	"Y045_METMA"	"Putative ankyrin repeat protein MM_0045"	"MM_0045"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	""
NA	"PGEN_.00g035080"	4.78153856234372e-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9Y2F9"	"PGEN_.00g205410"	4.9806005548326e-15	175	520	475	"sp|Q9Y2F9|BTBD3_HUMAN"	15	359	1.57e-53	35.227	352	"BTBD3_HUMAN"	"BTB/POZ domain-containing protein 3"	"BTBD3 KIAA0952"	"Homo sapiens (Human)"	"GO:0005634; GO:0005829; GO:0021987; GO:0022008; GO:0048813"
"P9WQE8"	"PGEN_.00g213500"	5.12160277759795e-15	27	1372	1251	"sp|P9WQE8|PHAS_MYCTO"	105	1466	1.35e-138	28.247	1409	"PHAS_MYCTO"	"Phthioceranic/hydroxyphthioceranic acid synthase (EC 2.3.1.-) (Polyketide synthase pks2)"	"pks2 msl-2 MT3933"	"Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)"	"GO:0006633; GO:0016491; GO:0016746; GO:0031177"
NA	"PGEN_.00g332240"	5.33312109720794e-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g027240"	1.18148061107677e-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g017680"	1.18558934219105e-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"B3EWZ6"	"PGEN_.00g155530"	1.87342841068704e-14	6	2769	5582	"sp|B3EWZ6|MLRP2_ACRMI"	4094	6798	0	44.405	2851	"MLRP2_ACRMI"	"MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)"	""	"Acropora millepora (Staghorn coral) (Heteropora millepora)"	"GO:0005576; GO:0016020"
NA	"PGEN_.00g133010"	2.70373371377474e-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g055690"	2.86717073084686e-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9XTQ6"	"PGEN_.00g283380"	3.61307409147719e-14	231	602	335	"sp|Q9XTQ6|TBH1_CAEEL"	151	521	1.14e-31	28.499	393	"TBH1_CAEEL"	"Tyramine beta-hydroxylase (EC 1.14.17.-)"	"tbh-1 H13N06.6"	"Caenorhabditis elegans"	"GO:0004500; GO:0004836; GO:0005507; GO:0005615; GO:0005737; GO:0006589; GO:0016021; GO:0016715; GO:0030667; GO:0042420; GO:0042421; GO:0045202"
NA	"PGEN_.00g284080"	4.7323382694561e-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9C0D5"	"PGEN_.00g065450"	8.96816965237561e-14	498	994	216	"sp|Q9C0D5|TANC1_HUMAN"	385	806	7.26e-16	23.866	507	"TANC1_HUMAN"	"Protein TANC1 (Tetratricopeptide repeat, ankyrin repeat and coiled-coil domain-containing protein 1)"	"TANC1 KIAA1728"	"Homo sapiens (Human)"	"GO:0007520; GO:0008542; GO:0014069; GO:0030054; GO:0030425; GO:0043025; GO:0043679; GO:0097062"
NA	"PGEN_.00g139560"	9.50721401962297e-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9ES54"	"PGEN_.00g057390"	1.1043838873585e-13	146	607	1549	"sp|Q9ES54|NPL4_RAT"	2	471	0	58.511	470	"NPL4_RAT"	"Nuclear protein localization protein 4 homolog (Protein NPL4)"	"Nploc4 Npl4"	"Rattus norvegicus (Rat)"	"GO:0005634; GO:0005829; GO:0006511; GO:0007030; GO:0030970; GO:0031625; GO:0032480; GO:0034098; GO:0036501; GO:0039536; GO:0043130; GO:0043161; GO:0044877; GO:0046872; GO:0051117"
NA	"PGEN_.00g050180"	1.16152724078055e-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9WUN2"	"PGEN_.00g211820"	1.74461123898088e-13	1	654	1026	"sp|Q9WUN2|TBK1_MOUSE"	102	771	1.8e-125	35.226	687	"TBK1_MOUSE"	"Serine/threonine-protein kinase TBK1 (EC 2.7.11.1) (T2K) (TANK-binding kinase 1)"	"Tbk1"	"Mus musculus (Mouse)"	"GO:0002218; GO:0003676; GO:0004674; GO:0005524; GO:0005654; GO:0005737; GO:0005829; GO:0006468; GO:0010468; GO:0010629; GO:0016239; GO:0018105; GO:0018107; GO:0019903; GO:0031323; GO:0032479; GO:0032727; GO:0032728; GO:0042802; GO:0043123; GO:0043231; GO:0044565; GO:0045087; GO:0045359; GO:0045944; GO:0050830; GO:0051219; GO:0051607; GO:0060340; GO:1904417"
"P22699"	"PGEN_.00g322650"	2.12954444744513e-13	91	453	419	"sp|P22699|GUN6_DICDI"	1	372	1.22e-43	32.812	384	"GUN6_DICDI"	"Endoglucanase (EC 3.2.1.4) (Cellulase) (Endo-1,4-beta-glucanase) (Spore germination protein 270-6)"	"celA DDB_G0271134"	"Dictyostelium discoideum (Slime mold)"	"GO:0005576; GO:0008810; GO:0009847; GO:0030245; GO:0030248; GO:0030435"
"O95864"	"PGEN_.00g328690"	2.38893553783423e-13	20	441	1157	"sp|O95864|FADS2_HUMAN"	15	428	8.59e-154	50.711	422	"FADS2_HUMAN"	"Acyl-CoA 6-desaturase (EC 1.14.19.3) (Delta(6) fatty acid desaturase) (D6D) (Delta(6) desaturase) (Delta-6 desaturase) (Fatty acid desaturase 2)"	"FADS2"	"Homo sapiens (Human)"	"GO:0004768; GO:0005789; GO:0005887; GO:0006636; GO:0016020; GO:0016213; GO:0036109; GO:0043651"
NA	"PGEN_.00g284070"	2.58900068815108e-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8BR93"	"PGEN_.00g130160"	3.72867101423855e-13	29	274	258	"sp|Q8BR93|HARB1_MOUSE"	24	239	2.64e-24	28.455	246	"HARB1_MOUSE"	"Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)"	"Harbi1"	"Mus musculus (Mouse)"	"GO:0004518; GO:0005634; GO:0005829; GO:0005886; GO:0034451; GO:0046872"
NA	"PGEN_.00g299810"	5.02008213133853e-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g164270"	5.90348853785618e-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8R197"	"PGEN_.00g101840"	9.42184778971402e-13	12	246	426	"sp|Q8R197|SAST_MOUSE"	37	261	8.23e-47	38.559	236	"SAST_MOUSE"	"S-acyl fatty acid synthase thioesterase, medium chain (EC 3.1.2.14) (Oleoyl-ACP hydrolase) (Thioesterase II) (Thioesterase domain-containing protein 1)"	"Olah Thedc1"	"Mus musculus (Mouse)"	"GO:0004320; GO:0005829; GO:0008610; GO:0016295; GO:0016296; GO:0016297; GO:0047381; GO:0051792"
NA	"PGEN_.00g137880"	1.30883402843916e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g303480"	1.34330278200198e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q6AZB8"	"PGEN_.00g061770"	1.46905297665942e-12	204	349	181	"sp|Q6AZB8|HARB1_DANRE"	127	264	3.92e-14	29.452	146	"HARB1_DANRE"	"Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)"	"harbi1 zgc:91866"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0004518; GO:0005634; GO:0005737; GO:0046872"
"Q6ZR98"	"PGEN_.00g209090"	1.48384913748582e-12	92	252	205	"sp|Q6ZR98|PRS43_HUMAN"	596	759	2.18e-16	30.994	171	"PRS43_HUMAN"	"Deleted."	""	""	""
"Q15424"	"PGEN_.00g055620"	1.80153750462082e-12	406	486	399	"sp|Q15424|SAFB1_HUMAN"	426	506	4.67e-38	86.42	81	"SAFB1_HUMAN"	"Scaffold attachment factor B1 (SAF-B) (SAF-B1) (HSP27 estrogen response element-TATA box-binding protein) (HSP27 ERE-TATA-binding protein)"	"SAFB HAP HET SAFB1"	"Homo sapiens (Human)"	"GO:0000978; GO:0003682; GO:0003690; GO:0003723; GO:0005634; GO:0005654; GO:0006325; GO:0006357; GO:0030520; GO:0040008; GO:0042445; GO:0043565; GO:0045944; GO:0050684"
NA	"PGEN_.00g034240"	1.96836775853774e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g106060"	2.05284737215759e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q7SYI5"	"PGEN_.00g274410"	2.45350767654895e-12	9	329	734	"sp|Q7SYI5|C1GTB_DANRE"	130	463	5.82e-92	45.562	338	"C1GTB_DANRE"	"Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-B (EC 2.4.1.122) (Core 1 O-glycan T-synthase B) (Core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1-B) (Core 1 beta1,3-galactosyltransferase 1-B) (C1GalT1-B) (Core 1 beta3-Gal-T1-B)"	"c1galt1b c1galt1 zgc:66485"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0001525; GO:0001822; GO:0016021; GO:0016263; GO:0016267; GO:0046872"
"Q8C0W1"	"PGEN_.00g232340"	3.33454631631312e-12	1	885	1210	"sp|Q8C0W1|ANMY1_MOUSE"	87	963	5.39e-149	33.405	931	"ANMY1_MOUSE"	"Ankyrin repeat and MYND domain-containing protein 1"	"Ankmy1"	"Mus musculus (Mouse)"	"GO:0046872"
"Q6GNV7"	"PGEN_.00g022180"	3.42951355246603e-12	11	285	341	"sp|Q6GNV7|DIRC2_XENLA"	92	374	2.8e-34	35.439	285	"DIRC2_XENLA"	"Solute carrier family 49 member 4 homolog (Disrupted in renal carcinoma protein 2 homolog)"	"slc49a4 dirc2"	"Xenopus laevis (African clawed frog)"	"GO:0005765; GO:0016021; GO:0055085"
NA	"PGEN_.00g151730"	5.218681682746e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8CGN4"	"PGEN_.00g232320"	6.335794046506e-12	1452	1674	553	"sp|Q8CGN4|BCOR_MOUSE"	1609	1825	2.31e-55	46.875	224	"BCOR_MOUSE"	"BCL-6 corepressor (BCoR)"	"Bcor Kiaa1575"	"Mus musculus (Mouse)"	"GO:0000122; GO:0000415; GO:0000977; GO:0001835; GO:0003714; GO:0004842; GO:0005634; GO:0005654; GO:0007507; GO:0008134; GO:0030502; GO:0031072; GO:0035518; GO:0042476; GO:0042826; GO:0044212; GO:0045892; GO:0051572; GO:0060021; GO:0065001; GO:0070171; GO:0140261"
"Q9D0N7"	"PGEN_.00g071370"	6.335794046506e-12	1	394	1203	"sp|Q9D0N7|CAF1B_MOUSE"	172	582	2.49e-155	53.494	415	"CAF1B_MOUSE"	"Chromatin assembly factor 1 subunit B (CAF-1 subunit B) (Chromatin assembly factor I p60 subunit) (CAF-I 60 kDa subunit) (CAF-I p60)"	"Chaf1b"	"Mus musculus (Mouse)"	"GO:0000790; GO:0005634; GO:0005654; GO:0006260; GO:0006281; GO:0006334; GO:0006335; GO:0007049; GO:0031497; GO:0032991; GO:0033186; GO:0042393"
"Q9Y2V3"	"PGEN_.00g167410"	6.5531797481865e-12	135	218	233	"sp|Q9Y2V3|RX_HUMAN"	129	211	2.75e-19	59.524	84	"RX_HUMAN"	"Retinal homeobox protein Rx (Retina and anterior neural fold homeobox protein)"	"RAX RX"	"Homo sapiens (Human)"	"GO:0000790; GO:0000978; GO:0000981; GO:0001228; GO:0007389; GO:0007601; GO:0021854; GO:0043010; GO:0045944; GO:0060173"
NA	"PGEN_.00g079530"	8.97322662622066e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9VN27"	"PGEN_.00g236910"	1.00925392872372e-11	1	230	615	"sp|Q9VN27|LIPT2_DROME"	1	232	2.15e-79	51.073	233	"LIPT2_DROME"	"Putative lipoyltransferase 2, mitochondrial (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)"	"CG9804"	"Drosophila melanogaster (Fruit fly)"	"GO:0005739; GO:0009249; GO:0033819; GO:0102555"
NA	"PGEN_.00g125980"	1.00925392872372e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g192580"	1.12862006353388e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9Y2E6"	"PGEN_.00g137730"	1.29513540643809e-11	359	611	673	"sp|Q9Y2E6|DTX4_HUMAN"	381	632	2.63e-78	53.937	254	"DTX4_HUMAN"	"E3 ubiquitin-protein ligase DTX4 (EC 2.3.2.27) (Protein deltex-4) (Deltex4) (RING finger protein 155) (RING-type E3 ubiquitin transferase DTX4)"	"DTX4 KIAA0937 RNF155"	"Homo sapiens (Human)"	"GO:0004842; GO:0005829; GO:0007219; GO:0008270; GO:0032479"
NA	"PGEN_.00g198290"	1.52017397710216e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9QZ25"	"PGEN_.00g132830"	3.90794513408188e-11	11	495	696	"sp|Q9QZ25|VNN3_MOUSE"	3	493	2.49e-84	32.465	499	"VNN3_MOUSE"	"Vascular non-inflammatory molecule 3 (Vanin-3) (EC 3.5.1.92)"	"Vnn3"	"Mus musculus (Mouse)"	"GO:0005615; GO:0005886; GO:0015939; GO:0017159; GO:0031225"
"F1RBN2"	"PGEN_.00g272050"	4.69906729810291e-11	121	421	580	"sp|F1RBN2|SPAG1_DANRE"	328	664	3.3e-65	39.118	340	"SPAG1_DANRE"	"Sperm-associated antigen 1A"	"spag1a spag1"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0005737; GO:0070286"
"Q7TT36"	"PGEN_.00g255630"	5.27829339005948e-11	77	1046	1108	"sp|Q7TT36|AGRA3_MOUSE"	82	1045	8.46e-126	32.6	1000	"AGRA3_MOUSE"	"Adhesion G protein-coupled receptor A3 (G-protein coupled receptor 125)"	"Adgra3 Gpr125"	"Mus musculus (Mouse)"	"GO:0004930; GO:0007166; GO:0009897; GO:0016021"
NA	"PGEN_.00g334600"	6.35285302275255e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q29496"	"PGEN_.00g291710"	7.18542404204753e-11	1	499	818	"sp|Q29496|CP3AO_SHEEP"	1	519	2.39e-102	34.741	521	"CP3AO_SHEEP"	"Cytochrome P450 3A24 (EC 1.14.14.1) (CYPIIIA24)"	"CYP3A24"	"Ovis aries (Sheep)"	"GO:0004497; GO:0005506; GO:0005789; GO:0020037; GO:0070330"
NA	"PGEN_.00g293770"	7.21468145536466e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g125870"	7.67191050332481e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g069610"	1.31103213664882e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g105850"	1.44281701679009e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g065330"	1.6044808403603e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q6AZB8"	"PGEN_.00g312690"	1.61934188356608e-10	80	304	360	"sp|Q6AZB8|HARB1_DANRE"	16	237	3.15e-39	35.526	228	"HARB1_DANRE"	"Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)"	"harbi1 zgc:91866"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0004518; GO:0005634; GO:0005737; GO:0046872"
NA	"PGEN_.00g343550"	1.75604750541514e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g140310"	1.78471569810756e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g208420"	1.97714757833997e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g080730"	2.59245206583495e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g288770"	2.78778101882203e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g046010"	2.99866143195142e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"A0A0F7YYX3"	"PGEN_.00g031120"	3.18424350578428e-10	12	193	197	"sp|A0A0F7YYX3|CPROH_CONVC"	28	213	1.19e-17	31.72	186	"CPROH_CONVC"	"Neuropeptide prohormone-4"	""	"Conus victoriae (Queen Victoria cone)"	"GO:0005576"
"Q11002"	"PGEN_.00g014370"	5.24525943618581e-10	71	560	1513	"sp|Q11002|CANA_DROME"	116	607	0	57.114	492	"CANA_DROME"	"Calpain-A (EC 3.4.22.-) (Calcium-activated neutral proteinase A) (CANP A) [Cleaved into: Calpain-A catalytic subunit]"	"CalpA CG7563"	"Drosophila melanogaster (Fruit fly)"	"GO:0004198; GO:0005509; GO:0005737; GO:0006508; GO:0007520; GO:0008340; GO:0008345; GO:0009953; GO:0015629; GO:0016322; GO:0016540; GO:0042335; GO:0043025; GO:0050832"
"Q4R335"	"PGEN_.00g218090"	5.24525943618581e-10	87	573	1302	"sp|Q4R335|S41A2_MACFA"	87	567	2.15e-173	55.828	489	"S41A2_MACFA"	"Solute carrier family 41 member 2"	"SLC41A2 QtsA-19941"	"Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)"	"GO:0008324; GO:0016021"
NA	"PGEN_.00g125310"	5.24525943618581e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g067240"	6.32452140843075e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g234920"	6.38933860048885e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9ESQ5"	"PGEN_.00g252700"	6.65115210552471e-10	422	660	238	"sp|Q9ESQ5|TRPM4_RAT"	571	790	5.75e-19	28.631	241	"TRPM4_RAT"	"Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)"	"Trpm4 Ltrpc4"	"Rattus norvegicus (Rat)"	"GO:0002250; GO:0002407; GO:0002724; GO:0005227; GO:0005262; GO:0005509; GO:0005516; GO:0005524; GO:0005623; GO:0005783; GO:0005794; GO:0005829; GO:0005886; GO:0006816; GO:0007204; GO:0008284; GO:0010460; GO:0016925; GO:0019722; GO:0030502; GO:0034706; GO:0035774; GO:0042310; GO:0043025; GO:0044214; GO:0045600; GO:0045668; GO:0045907; GO:0051289; GO:0071318; GO:0086045; GO:0086047; GO:0086048; GO:0086091; GO:0089717; GO:0090263; GO:0098662; GO:0098719; GO:0098911; GO:1903949; GO:1904179; GO:1904199"
"R9UTQ8"	"PGEN_.00g280580"	7.77895624760031e-10	11	268	254	"sp|R9UTQ8|PROHY_STRGD"	20	258	1.91e-24	30.116	259	"PROHY_STRGD"	"L-proline trans-4-hydroxylase (P4H) (EC 1.14.11.57)"	""	"Streptomyces griseoviridis"	"GO:0005506; GO:0016706; GO:0016999; GO:0017000"
